millis,stamp,datetime,moisture
27242999, 1534094378, 2018/8/12 17:19:38, 473
27244999, 1534094380, 2018/8/12 17:19:40, 473
27246999, 1534094382, 2018/8/12 17:19:42, 471
27248999, 1534094384, 2018/8/12 17:19:44, 472
27251000, 1534094386, 2018/8/12 17:19:46, 473
27252999, 1534094388, 2018/8/12 17:19:48, 472
27254999, 1534094390, 2018/8/12 17:19:50, 472
27256999, 1534094392, 2018/8/12 17:19:52, 472
27258999, 1534094394, 2018/8/12 17:19:54, 472
27260999, 1534094396, 2018/8/12 17:19:56, 473
27262999, 1534094398, 2018/8/12 17:19:58, 471
27264999, 1534094400, 2018/8/12 17:20:0, 472
27266999, 1534094402, 2018/8/12 17:20:2, 472
27268999, 1534094404, 2018/8/12 17:20:4, 474
27270999, 1534094406, 2018/8/12 17:20:6, 474
27272999, 1534094408, 2018/8/12 17:20:8, 471
27274999, 1534094410, 2018/8/12 17:20:10, 473
27276999, 1534094412, 2018/8/12 17:20:12, 473
27278999, 1534094414, 2018/8/12 17:20:14, 471
27280999, 1534094416, 2018/8/12 17:20:16, 473
27282999, 1534094418, 2018/8/12 17:20:18, 473
27284999, 1534094420, 2018/8/12 17:20:20, 473
27286999, 1534094422, 2018/8/12 17:20:22, 472
27288999, 1534094424, 2018/8/12 17:20:24, 474
27290999, 1534094426, 2018/8/12 17:20:26, 474
27292999, 1534094428, 2018/8/12 17:20:28, 473
27294999, 1534094430, 2018/8/12 17:20:30, 473
27296999, 1534094432, 2018/8/12 17:20:32, 472
27299000, 1534094434, 2018/8/12 17:20:34, 473
27300999, 1534094436, 2018/8/12 17:20:36, 471
27302999, 1534094438, 2018/8/12 17:20:38, 472
27304999, 1534094440, 2018/8/12 17:20:40, 473
27306999, 1534094442, 2018/8/12 17:20:42, 472
27308999, 1534094444, 2018/8/12 17:20:44, 472
27310999, 1534094446, 2018/8/12 17:20:46, 473
27312999, 1534094448, 2018/8/12 17:20:48, 472
27315000, 1534094450, 2018/8/12 17:20:50, 472
27316999, 1534094452, 2018/8/12 17:20:52, 471
27318999, 1534094454, 2018/8/12 17:20:54, 472
27320999, 1534094456, 2018/8/12 17:20:56, 472
27322999, 1534094458, 2018/8/12 17:20:58, 472
27324999, 1534094460, 2018/8/12 17:21:0, 473
27326999, 1534094462, 2018/8/12 17:21:2, 472
27328999, 1534094464, 2018/8/12 17:21:4, 472
27330999, 1534094466, 2018/8/12 17:21:6, 472
27332999, 1534094468, 2018/8/12 17:21:8, 472
27334999, 1534094470, 2018/8/12 17:21:10, 472
27336999, 1534094472, 2018/8/12 17:21:12, 473
27338999, 1534094474, 2018/8/12 17:21:14, 472
27340999, 1534094476, 2018/8/12 17:21:16, 474
27342999, 1534094478, 2018/8/12 17:21:18, 472
27344999, 1534094480, 2018/8/12 17:21:20, 473
27346999, 1534094482, 2018/8/12 17:21:22, 474
27348999, 1534094484, 2018/8/12 17:21:24, 475
27350999, 1534094486, 2018/8/12 17:21:26, 473
27352999, 1534094488, 2018/8/12 17:21:28, 473
27354999, 1534094490, 2018/8/12 17:21:30, 474
27356999, 1534094492, 2018/8/12 17:21:32, 471
27358999, 1534094494, 2018/8/12 17:21:34, 472
27360999, 1534094496, 2018/8/12 17:21:36, 472
27362999, 1534094498, 2018/8/12 17:21:38, 473
27364999, 1534094500, 2018/8/12 17:21:40, 473
27366999, 1534094502, 2018/8/12 17:21:42, 472
27368999, 1534094504, 2018/8/12 17:21:44, 471
27371000, 1534094506, 2018/8/12 17:21:46, 471
27372999, 1534094508, 2018/8/12 17:21:48, 473
27374999, 1534094510, 2018/8/12 17:21:50, 473
27376999, 1534094512, 2018/8/12 17:21:52, 472
27378999, 1534094514, 2018/8/12 17:21:54, 474
27380999, 1534094516, 2018/8/12 17:21:56, 475
27382999, 1534094518, 2018/8/12 17:21:58, 472
27384999, 1534094520, 2018/8/12 17:22:0, 473
27386999, 1534094522, 2018/8/12 17:22:2, 473
27388999, 1534094524, 2018/8/12 17:22:4, 473
27390999, 1534094526, 2018/8/12 17:22:6, 470
27392999, 1534094528, 2018/8/12 17:22:8, 473
27394999, 1534094530, 2018/8/12 17:22:10, 472
27396999, 1534094532, 2018/8/12 17:22:12, 472
27398999, 1534094534, 2018/8/12 17:22:14, 471
27400999, 1534094536, 2018/8/12 17:22:16, 473
27402999, 1534094538, 2018/8/12 17:22:18, 472
27404999, 1534094540, 2018/8/12 17:22:20, 472
27406999, 1534094542, 2018/8/12 17:22:22, 472
27408999, 1534094544, 2018/8/12 17:22:24, 473
27410999, 1534094546, 2018/8/12 17:22:26, 472
27412999, 1534094548, 2018/8/12 17:22:28, 473
27414999, 1534094550, 2018/8/12 17:22:30, 474
27416999, 1534094552, 2018/8/12 17:22:32, 472
27418999, 1534094554, 2018/8/12 17:22:34, 474
27420999, 1534094556, 2018/8/12 17:22:36, 471
27422999, 1534094558, 2018/8/12 17:22:38, 472
27424999, 1534094560, 2018/8/12 17:22:40, 472
27426999, 1534094562, 2018/8/12 17:22:42, 472
27428999, 1534094564, 2018/8/12 17:22:44, 474
27430999, 1534094566, 2018/8/12 17:22:46, 475
27432999, 1534094568, 2018/8/12 17:22:48, 474
27434999, 1534094570, 2018/8/12 17:22:50, 475
27436999, 1534094572, 2018/8/12 17:22:52, 473
27438999, 1534094574, 2018/8/12 17:22:54, 473
27440999, 1534094576, 2018/8/12 17:22:56, 473
27442999, 1534094578, 2018/8/12 17:22:58, 473
27444999, 1534094580, 2018/8/12 17:23:0, 473
27446999, 1534094582, 2018/8/12 17:23:2, 474
27448999, 1534094584, 2018/8/12 17:23:4, 474
27450999, 1534094586, 2018/8/12 17:23:6, 473
27452999, 1534094588, 2018/8/12 17:23:8, 473
27454999, 1534094590, 2018/8/12 17:23:10, 473
27456999, 1534094592, 2018/8/12 17:23:12, 474
27458999, 1534094594, 2018/8/12 17:23:14, 475
27460999, 1534094596, 2018/8/12 17:23:16, 474
27462999, 1534094598, 2018/8/12 17:23:18, 474
27464999, 1534094600, 2018/8/12 17:23:20, 472
27466999, 1534094602, 2018/8/12 17:23:22, 472
27468999, 1534094604, 2018/8/12 17:23:24, 473
27470999, 1534094606, 2018/8/12 17:23:26, 472
27472999, 1534094608, 2018/8/12 17:23:28, 474
27474999, 1534094610, 2018/8/12 17:23:30, 472
27476999, 1534094612, 2018/8/12 17:23:32, 473
27478999, 1534094614, 2018/8/12 17:23:34, 475
27480999, 1534094616, 2018/8/12 17:23:36, 474
27482999, 1534094618, 2018/8/12 17:23:38, 473
27484999, 1534094620, 2018/8/12 17:23:40, 474
27486999, 1534094622, 2018/8/12 17:23:42, 472
27488999, 1534094624, 2018/8/12 17:23:44, 475
27490999, 1534094626, 2018/8/12 17:23:46, 473
27492999, 1534094628, 2018/8/12 17:23:48, 475
27494999, 1534094630, 2018/8/12 17:23:50, 475
27496999, 1534094632, 2018/8/12 17:23:52, 473
27498999, 1534094634, 2018/8/12 17:23:54, 474
27500999, 1534094636, 2018/8/12 17:23:56, 474
27502999, 1534094638, 2018/8/12 17:23:58, 472
27504999, 1534094640, 2018/8/12 17:24:0, 474
27506999, 1534094642, 2018/8/12 17:24:2, 474
27508999, 1534094644, 2018/8/12 17:24:4, 475
27510999, 1534094646, 2018/8/12 17:24:6, 473
27512999, 1534094648, 2018/8/12 17:24:8, 473
27514999, 1534094650, 2018/8/12 17:24:10, 474
27516999, 1534094652, 2018/8/12 17:24:12, 473
27518999, 1534094654, 2018/8/12 17:24:14, 472
27520999, 1534094656, 2018/8/12 17:24:16, 473
27522999, 1534094658, 2018/8/12 17:24:18, 474
27524999, 1534094660, 2018/8/12 17:24:20, 474
27526999, 1534094662, 2018/8/12 17:24:22, 475
27528999, 1534094664, 2018/8/12 17:24:24, 474
27530999, 1534094666, 2018/8/12 17:24:26, 472
27532999, 1534094668, 2018/8/12 17:24:28, 472
27534999, 1534094670, 2018/8/12 17:24:30, 473
27537000, 1534094672, 2018/8/12 17:24:32, 474
27538999, 1534094674, 2018/8/12 17:24:34, 475
27540999, 1534094676, 2018/8/12 17:24:36, 474
27542999, 1534094678, 2018/8/12 17:24:38, 473
27544999, 1534094680, 2018/8/12 17:24:40, 475
27546999, 1534094682, 2018/8/12 17:24:42, 474
27548999, 1534094684, 2018/8/12 17:24:44, 475
27550999, 1534094686, 2018/8/12 17:24:46, 474
27552999, 1534094688, 2018/8/12 17:24:48, 475
27554999, 1534094690, 2018/8/12 17:24:50, 476
27556999, 1534094692, 2018/8/12 17:24:52, 474
27558999, 1534094694, 2018/8/12 17:24:54, 473
27560999, 1534094696, 2018/8/12 17:24:56, 473
27562999, 1534094698, 2018/8/12 17:24:58, 473
27564999, 1534094700, 2018/8/12 17:25:0, 473
27566999, 1534094702, 2018/8/12 17:25:2, 474
27568999, 1534094704, 2018/8/12 17:25:4, 473
27570999, 1534094706, 2018/8/12 17:25:6, 475
27572999, 1534094708, 2018/8/12 17:25:8, 473
27574999, 1534094710, 2018/8/12 17:25:10, 473
27576999, 1534094712, 2018/8/12 17:25:12, 473
27578999, 1534094714, 2018/8/12 17:25:14, 476
27580999, 1534094716, 2018/8/12 17:25:16, 474
27582999, 1534094718, 2018/8/12 17:25:18, 474
27584999, 1534094720, 2018/8/12 17:25:20, 473
27586999, 1534094722, 2018/8/12 17:25:22, 474
27588999, 1534094724, 2018/8/12 17:25:24, 475
27590999, 1534094726, 2018/8/12 17:25:26, 475
27592999, 1534094728, 2018/8/12 17:25:28, 477
27594999, 1534094730, 2018/8/12 17:25:30, 474
27596999, 1534094732, 2018/8/12 17:25:32, 475
27598999, 1534094734, 2018/8/12 17:25:34, 474
27601000, 1534094736, 2018/8/12 17:25:36, 474
27603000, 1534094738, 2018/8/12 17:25:38, 474
27604999, 1534094740, 2018/8/12 17:25:40, 474
27606999, 1534094742, 2018/8/12 17:25:42, 476
27608999, 1534094744, 2018/8/12 17:25:44, 474
27610999, 1534094746, 2018/8/12 17:25:46, 474
27612999, 1534094748, 2018/8/12 17:25:48, 475
27614999, 1534094750, 2018/8/12 17:25:50, 473
27616999, 1534094752, 2018/8/12 17:25:52, 473
27618999, 1534094754, 2018/8/12 17:25:54, 473
27620999, 1534094756, 2018/8/12 17:25:56, 474
27622999, 1534094758, 2018/8/12 17:25:58, 472
27624999, 1534094760, 2018/8/12 17:26:0, 475
27626999, 1534094762, 2018/8/12 17:26:2, 475
27628999, 1534094764, 2018/8/12 17:26:4, 474
27630999, 1534094766, 2018/8/12 17:26:6, 475
27632999, 1534094768, 2018/8/12 17:26:8, 473
27634999, 1534094770, 2018/8/12 17:26:10, 472
27636999, 1534094772, 2018/8/12 17:26:12, 475
27638999, 1534094774, 2018/8/12 17:26:14, 474
27640999, 1534094776, 2018/8/12 17:26:16, 475
27642999, 1534094778, 2018/8/12 17:26:18, 475
27644999, 1534094780, 2018/8/12 17:26:20, 474
27646999, 1534094782, 2018/8/12 17:26:22, 476
27648999, 1534094784, 2018/8/12 17:26:24, 474
27650999, 1534094786, 2018/8/12 17:26:26, 476
27652999, 1534094788, 2018/8/12 17:26:28, 476
27654999, 1534094790, 2018/8/12 17:26:30, 475
27656999, 1534094792, 2018/8/12 17:26:32, 475
27658999, 1534094794, 2018/8/12 17:26:34, 477
27660999, 1534094796, 2018/8/12 17:26:36, 474
27662999, 1534094798, 2018/8/12 17:26:38, 477
27665000, 1534094800, 2018/8/12 17:26:40, 477
27666999, 1534094802, 2018/8/12 17:26:42, 475
27668999, 1534094804, 2018/8/12 17:26:44, 477
27670999, 1534094806, 2018/8/12 17:26:46, 475
27672999, 1534094808, 2018/8/12 17:26:48, 475
27674999, 1534094810, 2018/8/12 17:26:50, 475
27676999, 1534094812, 2018/8/12 17:26:52, 474
27678999, 1534094814, 2018/8/12 17:26:54, 473
27680999, 1534094816, 2018/8/12 17:26:56, 474
27683000, 1534094818, 2018/8/12 17:26:58, 476
27684999, 1534094820, 2018/8/12 17:27:0, 476
27686999, 1534094822, 2018/8/12 17:27:2, 476
27688999, 1534094824, 2018/8/12 17:27:4, 476
27690999, 1534094826, 2018/8/12 17:27:6, 475
27692999, 1534094828, 2018/8/12 17:27:8, 474
27694999, 1534094830, 2018/8/12 17:27:10, 476
27696999, 1534094832, 2018/8/12 17:27:12, 476
27698999, 1534094834, 2018/8/12 17:27:14, 477
27700999, 1534094836, 2018/8/12 17:27:16, 475
27702999, 1534094838, 2018/8/12 17:27:18, 475
27704999, 1534094840, 2018/8/12 17:27:20, 474
27706999, 1534094842, 2018/8/12 17:27:22, 476
27708999, 1534094844, 2018/8/12 17:27:24, 476
27710999, 1534094846, 2018/8/12 17:27:26, 476
27712999, 1534094848, 2018/8/12 17:27:28, 476
27714999, 1534094850, 2018/8/12 17:27:30, 470
27716999, 1534094852, 2018/8/12 17:27:32, 477
27718999, 1534094854, 2018/8/12 17:27:34, 474
27720999, 1534094856, 2018/8/12 17:27:36, 474
27723000, 1534094858, 2018/8/12 17:27:38, 473
27724999, 1534094860, 2018/8/12 17:27:40, 477
27727000, 1534094862, 2018/8/12 17:27:42, 475
27728999, 1534094864, 2018/8/12 17:27:44, 474
27730999, 1534094866, 2018/8/12 17:27:46, 474
27732999, 1534094868, 2018/8/12 17:27:48, 475
27734999, 1534094870, 2018/8/12 17:27:50, 477
27736999, 1534094872, 2018/8/12 17:27:52, 477
27738999, 1534094874, 2018/8/12 17:27:54, 476
27740999, 1534094876, 2018/8/12 17:27:56, 473
27742999, 1534094878, 2018/8/12 17:27:58, 477
27744999, 1534094880, 2018/8/12 17:28:0, 475
27746999, 1534094882, 2018/8/12 17:28:2, 475
27748999, 1534094884, 2018/8/12 17:28:4, 476
27750999, 1534094886, 2018/8/12 17:28:6, 474
27752999, 1534094888, 2018/8/12 17:28:8, 475
27754999, 1534094890, 2018/8/12 17:28:10, 475
27757000, 1534094892, 2018/8/12 17:28:12, 475
27758999, 1534094894, 2018/8/12 17:28:14, 474
27760999, 1534094896, 2018/8/12 17:28:16, 475
27762999, 1534094898, 2018/8/12 17:28:18, 477
27764999, 1534094900, 2018/8/12 17:28:20, 474
27766999, 1534094902, 2018/8/12 17:28:22, 474
27768999, 1534094904, 2018/8/12 17:28:24, 474
27770999, 1534094906, 2018/8/12 17:28:26, 473
27772999, 1534094908, 2018/8/12 17:28:28, 476
27774999, 1534094910, 2018/8/12 17:28:30, 477
27776999, 1534094912, 2018/8/12 17:28:32, 476
27778999, 1534094914, 2018/8/12 17:28:34, 475
27780999, 1534094916, 2018/8/12 17:28:36, 476
27783000, 1534094918, 2018/8/12 17:28:38, 476
27784999, 1534094920, 2018/8/12 17:28:40, 477
27786999, 1534094922, 2018/8/12 17:28:42, 477
27788999, 1534094924, 2018/8/12 17:28:44, 477
27790999, 1534094926, 2018/8/12 17:28:46, 475
27792999, 1534094928, 2018/8/12 17:28:48, 477
27795000, 1534094930, 2018/8/12 17:28:50, 477
27796999, 1534094932, 2018/8/12 17:28:52, 478
27798999, 1534094934, 2018/8/12 17:28:54, 477
27800999, 1534094936, 2018/8/12 17:28:56, 476
27802999, 1534094938, 2018/8/12 17:28:58, 477
27804999, 1534094940, 2018/8/12 17:29:0, 476
27806999, 1534094942, 2018/8/12 17:29:2, 475
27808999, 1534094944, 2018/8/12 17:29:4, 477
27810999, 1534094946, 2018/8/12 17:29:6, 476
27812999, 1534094948, 2018/8/12 17:29:8, 476
27814999, 1534094950, 2018/8/12 17:29:10, 477
27816999, 1534094952, 2018/8/12 17:29:12, 475
27818999, 1534094954, 2018/8/12 17:29:14, 478
27820999, 1534094956, 2018/8/12 17:29:16, 476
27822999, 1534094958, 2018/8/12 17:29:18, 475
27824999, 1534094960, 2018/8/12 17:29:20, 474
27827000, 1534094963, 2018/8/12 17:29:23, 475
27828999, 1534094965, 2018/8/12 17:29:25, 474
27830999, 1534094967, 2018/8/12 17:29:27, 475
27832999, 1534094969, 2018/8/12 17:29:29, 473
27834999, 1534094971, 2018/8/12 17:29:31, 474
27836999, 1534094973, 2018/8/12 17:29:33, 476
27839000, 1534094975, 2018/8/12 17:29:35, 475
27840999, 1534094977, 2018/8/12 17:29:37, 476
27842999, 1534094979, 2018/8/12 17:29:39, 473
27844999, 1534094981, 2018/8/12 17:29:41, 474
27846999, 1534094983, 2018/8/12 17:29:43, 474
27848999, 1534094985, 2018/8/12 17:29:45, 474
27850999, 1534094987, 2018/8/12 17:29:47, 474
27852999, 1534094989, 2018/8/12 17:29:49, 474
27854999, 1534094991, 2018/8/12 17:29:51, 473
27856999, 1534094993, 2018/8/12 17:29:53, 474
27858999, 1534094995, 2018/8/12 17:29:55, 474
27860999, 1534094997, 2018/8/12 17:29:57, 474
27862999, 1534094999, 2018/8/12 17:29:59, 473
27864998, 1534095001, 2018/8/12 17:30:1, 474
27866999, 1534095003, 2018/8/12 17:30:3, 476
27868999, 1534095005, 2018/8/12 17:30:5, 476
27870999, 1534095007, 2018/8/12 17:30:7, 474
27873000, 1534095009, 2018/8/12 17:30:9, 475
27874999, 1534095011, 2018/8/12 17:30:11, 473
27876999, 1534095013, 2018/8/12 17:30:13, 474
27878999, 1534095015, 2018/8/12 17:30:15, 476
27880999, 1534095017, 2018/8/12 17:30:17, 476
27882999, 1534095019, 2018/8/12 17:30:19, 476
27884999, 1534095021, 2018/8/12 17:30:21, 475
27887000, 1534095023, 2018/8/12 17:30:23, 475
27888999, 1534095025, 2018/8/12 17:30:25, 476
27890999, 1534095027, 2018/8/12 17:30:27, 476
27892999, 1534095029, 2018/8/12 17:30:29, 476
27894999, 1534095031, 2018/8/12 17:30:31, 477
27896999, 1534095033, 2018/8/12 17:30:33, 473
27898999, 1534095035, 2018/8/12 17:30:35, 473
27900999, 1534095037, 2018/8/12 17:30:37, 474
27902999, 1534095039, 2018/8/12 17:30:39, 477
27904999, 1534095041, 2018/8/12 17:30:41, 475
27906999, 1534095043, 2018/8/12 17:30:43, 474
27909000, 1534095045, 2018/8/12 17:30:45, 477
27910999, 1534095047, 2018/8/12 17:30:47, 474
27912999, 1534095049, 2018/8/12 17:30:49, 475
27914999, 1534095051, 2018/8/12 17:30:51, 473
27916999, 1534095053, 2018/8/12 17:30:53, 475
27918999, 1534095055, 2018/8/12 17:30:55, 474
27920999, 1534095057, 2018/8/12 17:30:57, 475
27922999, 1534095059, 2018/8/12 17:30:59, 474
27924999, 1534095061, 2018/8/12 17:31:1, 474
27926999, 1534095063, 2018/8/12 17:31:3, 475
27928999, 1534095065, 2018/8/12 17:31:5, 475
27930999, 1534095067, 2018/8/12 17:31:7, 476
27932999, 1534095069, 2018/8/12 17:31:9, 475
27934999, 1534095071, 2018/8/12 17:31:11, 475
27936999, 1534095073, 2018/8/12 17:31:13, 474
27938999, 1534095075, 2018/8/12 17:31:15, 474
27940999, 1534095077, 2018/8/12 17:31:17, 475
27942999, 1534095079, 2018/8/12 17:31:19, 475
27945000, 1534095081, 2018/8/12 17:31:21, 477
27946999, 1534095083, 2018/8/12 17:31:23, 474
27948999, 1534095085, 2018/8/12 17:31:25, 475
27950999, 1534095087, 2018/8/12 17:31:27, 475
27952999, 1534095089, 2018/8/12 17:31:29, 475
27954999, 1534095091, 2018/8/12 17:31:31, 475
27956999, 1534095093, 2018/8/12 17:31:33, 475
27958999, 1534095095, 2018/8/12 17:31:35, 476
27960999, 1534095097, 2018/8/12 17:31:37, 474
27962999, 1534095099, 2018/8/12 17:31:39, 475
27964999, 1534095101, 2018/8/12 17:31:41, 473
27966999, 1534095103, 2018/8/12 17:31:43, 475
27968999, 1534095105, 2018/8/12 17:31:45, 476
27970999, 1534095107, 2018/8/12 17:31:47, 476
27972999, 1534095109, 2018/8/12 17:31:49, 474
27975000, 1534095111, 2018/8/12 17:31:51, 473
27976999, 1534095113, 2018/8/12 17:31:53, 473
27978999, 1534095115, 2018/8/12 17:31:55, 473
27980999, 1534095117, 2018/8/12 17:31:57, 476
27982999, 1534095119, 2018/8/12 17:31:59, 474
27984999, 1534095121, 2018/8/12 17:32:1, 475
27986999, 1534095123, 2018/8/12 17:32:3, 476
27988999, 1534095125, 2018/8/12 17:32:5, 474
27990999, 1534095127, 2018/8/12 17:32:7, 475
27992999, 1534095129, 2018/8/12 17:32:9, 475
27994999, 1534095131, 2018/8/12 17:32:11, 474
27997000, 1534095133, 2018/8/12 17:32:13, 472
27998999, 1534095135, 2018/8/12 17:32:15, 473
28000999, 1534095137, 2018/8/12 17:32:17, 475
28002999, 1534095139, 2018/8/12 17:32:19, 474
28004999, 1534095141, 2018/8/12 17:32:21, 476
28006999, 1534095143, 2018/8/12 17:32:23, 474
28008999, 1534095145, 2018/8/12 17:32:25, 475
28010999, 1534095147, 2018/8/12 17:32:27, 476
28012999, 1534095149, 2018/8/12 17:32:29, 475
28014999, 1534095151, 2018/8/12 17:32:31, 475
28016999, 1534095153, 2018/8/12 17:32:33, 475
28018999, 1534095155, 2018/8/12 17:32:35, 476
28020999, 1534095157, 2018/8/12 17:32:37, 476
28022999, 1534095159, 2018/8/12 17:32:39, 475
28024999, 1534095161, 2018/8/12 17:32:41, 475
28026999, 1534095163, 2018/8/12 17:32:43, 475
28028999, 1534095165, 2018/8/12 17:32:45, 476
28030999, 1534095167, 2018/8/12 17:32:47, 474
28032999, 1534095169, 2018/8/12 17:32:49, 475
28034999, 1534095171, 2018/8/12 17:32:51, 475
28036999, 1534095173, 2018/8/12 17:32:53, 474
28038999, 1534095175, 2018/8/12 17:32:55, 475
28040999, 1534095177, 2018/8/12 17:32:57, 474
28042999, 1534095179, 2018/8/12 17:32:59, 474
28044999, 1534095181, 2018/8/12 17:33:1, 476
28047000, 1534095183, 2018/8/12 17:33:3, 477
28048999, 1534095185, 2018/8/12 17:33:5, 476
28050999, 1534095187, 2018/8/12 17:33:7, 475
28052999, 1534095189, 2018/8/12 17:33:9, 475
28054999, 1534095191, 2018/8/12 17:33:11, 474
28056999, 1534095193, 2018/8/12 17:33:13, 474
28058999, 1534095195, 2018/8/12 17:33:15, 473
28060999, 1534095197, 2018/8/12 17:33:17, 475
28062999, 1534095199, 2018/8/12 17:33:19, 476
28065000, 1534095201, 2018/8/12 17:33:21, 475
28066999, 1534095203, 2018/8/12 17:33:23, 478
28068999, 1534095205, 2018/8/12 17:33:25, 476
28070999, 1534095207, 2018/8/12 17:33:27, 476
28072999, 1534095209, 2018/8/12 17:33:29, 473
28074999, 1534095211, 2018/8/12 17:33:31, 475
28076999, 1534095213, 2018/8/12 17:33:33, 474
28078999, 1534095215, 2018/8/12 17:33:35, 475
28080999, 1534095217, 2018/8/12 17:33:37, 475
28082999, 1534095219, 2018/8/12 17:33:39, 475
28084999, 1534095221, 2018/8/12 17:33:41, 475
28086999, 1534095223, 2018/8/12 17:33:43, 476
28088999, 1534095225, 2018/8/12 17:33:45, 476
28090999, 1534095227, 2018/8/12 17:33:47, 474
28092999, 1534095229, 2018/8/12 17:33:49, 476
28094999, 1534095231, 2018/8/12 17:33:51, 475
28096999, 1534095233, 2018/8/12 17:33:53, 477
28098999, 1534095235, 2018/8/12 17:33:55, 477
28100999, 1534095237, 2018/8/12 17:33:57, 476
28102999, 1534095239, 2018/8/12 17:33:59, 476
28104999, 1534095241, 2018/8/12 17:34:1, 476
28106999, 1534095243, 2018/8/12 17:34:3, 476
28108999, 1534095245, 2018/8/12 17:34:5, 475
28110999, 1534095247, 2018/8/12 17:34:7, 476
28112999, 1534095249, 2018/8/12 17:34:9, 476
28114999, 1534095251, 2018/8/12 17:34:11, 476
28116999, 1534095253, 2018/8/12 17:34:13, 476
28118999, 1534095255, 2018/8/12 17:34:15, 476
28120999, 1534095257, 2018/8/12 17:34:17, 476
28122999, 1534095259, 2018/8/12 17:34:19, 475
28124999, 1534095261, 2018/8/12 17:34:21, 475
28126999, 1534095263, 2018/8/12 17:34:23, 476
28128999, 1534095265, 2018/8/12 17:34:25, 478
28130999, 1534095267, 2018/8/12 17:34:27, 479
28133000, 1534095269, 2018/8/12 17:34:29, 479
28134999, 1534095271, 2018/8/12 17:34:31, 477
28136999, 1534095273, 2018/8/12 17:34:33, 477
28138999, 1534095275, 2018/8/12 17:34:35, 478
28140999, 1534095277, 2018/8/12 17:34:37, 477
28142999, 1534095279, 2018/8/12 17:34:39, 477
28144999, 1534095281, 2018/8/12 17:34:41, 476
28146999, 1534095283, 2018/8/12 17:34:43, 478
28148999, 1534095285, 2018/8/12 17:34:45, 478
28150999, 1534095287, 2018/8/12 17:34:47, 478
28152999, 1534095289, 2018/8/12 17:34:49, 479
28154999, 1534095291, 2018/8/12 17:34:51, 477
28156999, 1534095293, 2018/8/12 17:34:53, 478
28158999, 1534095295, 2018/8/12 17:34:55, 478
28160999, 1534095297, 2018/8/12 17:34:57, 477
28162999, 1534095299, 2018/8/12 17:34:59, 477
28164999, 1534095301, 2018/8/12 17:35:1, 477
28166999, 1534095303, 2018/8/12 17:35:3, 477
28168999, 1534095305, 2018/8/12 17:35:5, 477
28170999, 1534095307, 2018/8/12 17:35:7, 478
28172999, 1534095309, 2018/8/12 17:35:9, 480
28174999, 1534095311, 2018/8/12 17:35:11, 480
28176999, 1534095313, 2018/8/12 17:35:13, 479
28178999, 1534095315, 2018/8/12 17:35:15, 477
28180999, 1534095317, 2018/8/12 17:35:17, 478
28182999, 1534095319, 2018/8/12 17:35:19, 477
28184999, 1534095321, 2018/8/12 17:35:21, 479
28186999, 1534095323, 2018/8/12 17:35:23, 477
28188999, 1534095325, 2018/8/12 17:35:25, 478
28190999, 1534095327, 2018/8/12 17:35:27, 478
28192999, 1534095329, 2018/8/12 17:35:29, 477
28194999, 1534095331, 2018/8/12 17:35:31, 475
28196999, 1534095333, 2018/8/12 17:35:33, 476
28198999, 1534095335, 2018/8/12 17:35:35, 476
28200999, 1534095337, 2018/8/12 17:35:37, 476
28202999, 1534095339, 2018/8/12 17:35:39, 474
28204999, 1534095341, 2018/8/12 17:35:41, 474
28206999, 1534095343, 2018/8/12 17:35:43, 474
28208999, 1534095345, 2018/8/12 17:35:45, 475
28210999, 1534095347, 2018/8/12 17:35:47, 475
28212999, 1534095349, 2018/8/12 17:35:49, 476
28214999, 1534095351, 2018/8/12 17:35:51, 475
28216999, 1534095353, 2018/8/12 17:35:53, 475
28219000, 1534095355, 2018/8/12 17:35:55, 480
28220999, 1534095357, 2018/8/12 17:35:57, 476
28222999, 1534095359, 2018/8/12 17:35:59, 474
28224999, 1534095361, 2018/8/12 17:36:1, 477
28226999, 1534095363, 2018/8/12 17:36:3, 477
28228999, 1534095365, 2018/8/12 17:36:5, 474
28230999, 1534095367, 2018/8/12 17:36:7, 477
28232999, 1534095369, 2018/8/12 17:36:9, 475
28234999, 1534095371, 2018/8/12 17:36:11, 476
28236999, 1534095373, 2018/8/12 17:36:13, 474
28238999, 1534095375, 2018/8/12 17:36:15, 477
28240999, 1534095377, 2018/8/12 17:36:17, 477
28242999, 1534095379, 2018/8/12 17:36:19, 479
28244999, 1534095381, 2018/8/12 17:36:21, 477
28246999, 1534095383, 2018/8/12 17:36:23, 476
28248999, 1534095385, 2018/8/12 17:36:25, 476
28250999, 1534095387, 2018/8/12 17:36:27, 475
28252999, 1534095389, 2018/8/12 17:36:29, 477
28254999, 1534095391, 2018/8/12 17:36:31, 475
28256999, 1534095393, 2018/8/12 17:36:33, 477
28258999, 1534095395, 2018/8/12 17:36:35, 475
28261000, 1534095397, 2018/8/12 17:36:37, 476
28262999, 1534095399, 2018/8/12 17:36:39, 476
28264999, 1534095401, 2018/8/12 17:36:41, 476
28266999, 1534095403, 2018/8/12 17:36:43, 474
28268999, 1534095405, 2018/8/12 17:36:45, 476
28270999, 1534095407, 2018/8/12 17:36:47, 476
28272999, 1534095409, 2018/8/12 17:36:49, 476
28274999, 1534095411, 2018/8/12 17:36:51, 478
