millis,stamp,datetime,moisture
44316999, 1534111478, 2018/8/12 22:4:38, 480
44318999, 1534111480, 2018/8/12 22:4:40, 478
44320999, 1534111482, 2018/8/12 22:4:42, 478
44322999, 1534111484, 2018/8/12 22:4:44, 478
44324999, 1534111486, 2018/8/12 22:4:46, 476
44326999, 1534111488, 2018/8/12 22:4:48, 478
44328999, 1534111490, 2018/8/12 22:4:50, 479
44330999, 1534111492, 2018/8/12 22:4:52, 478
44332999, 1534111494, 2018/8/12 22:4:54, 477
44334999, 1534111496, 2018/8/12 22:4:56, 477
44336999, 1534111498, 2018/8/12 22:4:58, 478
44338999, 1534111500, 2018/8/12 22:5:0, 478
44340999, 1534111502, 2018/8/12 22:5:2, 476
44342999, 1534111504, 2018/8/12 22:5:4, 477
44344999, 1534111506, 2018/8/12 22:5:6, 475
44346999, 1534111508, 2018/8/12 22:5:8, 478
44348999, 1534111510, 2018/8/12 22:5:10, 480
44350999, 1534111512, 2018/8/12 22:5:12, 478
44352999, 1534111514, 2018/8/12 22:5:14, 478
44354999, 1534111516, 2018/8/12 22:5:16, 480
44356999, 1534111518, 2018/8/12 22:5:18, 478
44358999, 1534111520, 2018/8/12 22:5:20, 479
44360999, 1534111522, 2018/8/12 22:5:22, 481
44362999, 1534111524, 2018/8/12 22:5:24, 479
44364999, 1534111526, 2018/8/12 22:5:26, 481
44366999, 1534111528, 2018/8/12 22:5:28, 481
44368999, 1534111530, 2018/8/12 22:5:30, 481
44370999, 1534111532, 2018/8/12 22:5:32, 478
44373000, 1534111534, 2018/8/12 22:5:34, 477
44374999, 1534111536, 2018/8/12 22:5:36, 478
44376999, 1534111538, 2018/8/12 22:5:38, 478
44378999, 1534111540, 2018/8/12 22:5:40, 478
44380999, 1534111542, 2018/8/12 22:5:42, 478
44382999, 1534111544, 2018/8/12 22:5:44, 479
44384999, 1534111546, 2018/8/12 22:5:46, 479
44386999, 1534111548, 2018/8/12 22:5:48, 479
44388999, 1534111550, 2018/8/12 22:5:50, 479
44390999, 1534111552, 2018/8/12 22:5:52, 479
44392999, 1534111554, 2018/8/12 22:5:54, 478
44394999, 1534111556, 2018/8/12 22:5:56, 477
44396999, 1534111558, 2018/8/12 22:5:58, 478
44398999, 1534111560, 2018/8/12 22:6:0, 478
44400999, 1534111562, 2018/8/12 22:6:2, 478
44402999, 1534111564, 2018/8/12 22:6:4, 477
44404999, 1534111566, 2018/8/12 22:6:6, 477
44406999, 1534111568, 2018/8/12 22:6:8, 478
44408999, 1534111570, 2018/8/12 22:6:10, 478
44410999, 1534111572, 2018/8/12 22:6:12, 478
44412999, 1534111574, 2018/8/12 22:6:14, 478
44414999, 1534111576, 2018/8/12 22:6:16, 478
44416999, 1534111578, 2018/8/12 22:6:18, 480
44418999, 1534111580, 2018/8/12 22:6:20, 477
44420999, 1534111582, 2018/8/12 22:6:22, 477
44422999, 1534111584, 2018/8/12 22:6:24, 478
44424999, 1534111586, 2018/8/12 22:6:26, 477
44426999, 1534111588, 2018/8/12 22:6:28, 477
44428999, 1534111590, 2018/8/12 22:6:30, 478
44431000, 1534111592, 2018/8/12 22:6:32, 478
44433000, 1534111594, 2018/8/12 22:6:34, 479
44434999, 1534111596, 2018/8/12 22:6:36, 478
44436999, 1534111598, 2018/8/12 22:6:38, 478
44438999, 1534111600, 2018/8/12 22:6:40, 478
44440999, 1534111602, 2018/8/12 22:6:42, 477
44442999, 1534111604, 2018/8/12 22:6:44, 478
44444999, 1534111606, 2018/8/12 22:6:46, 479
44446999, 1534111608, 2018/8/12 22:6:48, 478
44448999, 1534111610, 2018/8/12 22:6:50, 478
44450999, 1534111612, 2018/8/12 22:6:52, 478
44452999, 1534111614, 2018/8/12 22:6:54, 479
44454999, 1534111616, 2018/8/12 22:6:56, 477
44456999, 1534111618, 2018/8/12 22:6:58, 479
44458999, 1534111620, 2018/8/12 22:7:0, 477
44460999, 1534111622, 2018/8/12 22:7:2, 478
44462999, 1534111624, 2018/8/12 22:7:4, 477
44464999, 1534111626, 2018/8/12 22:7:6, 478
44466999, 1534111628, 2018/8/12 22:7:8, 479
44468999, 1534111630, 2018/8/12 22:7:10, 478
44470999, 1534111632, 2018/8/12 22:7:12, 479
44472999, 1534111634, 2018/8/12 22:7:14, 479
44474999, 1534111636, 2018/8/12 22:7:16, 478
44476999, 1534111638, 2018/8/12 22:7:18, 477
44478999, 1534111640, 2018/8/12 22:7:20, 478
44480999, 1534111642, 2018/8/12 22:7:22, 476
44482999, 1534111644, 2018/8/12 22:7:24, 477
44484999, 1534111646, 2018/8/12 22:7:26, 477
44486999, 1534111648, 2018/8/12 22:7:28, 477
44488999, 1534111650, 2018/8/12 22:7:30, 478
44490999, 1534111652, 2018/8/12 22:7:32, 476
44492999, 1534111654, 2018/8/12 22:7:34, 476
44494999, 1534111656, 2018/8/12 22:7:36, 476
44496999, 1534111658, 2018/8/12 22:7:38, 477
44498999, 1534111660, 2018/8/12 22:7:40, 477
44500999, 1534111662, 2018/8/12 22:7:42, 478
44502999, 1534111664, 2018/8/12 22:7:44, 477
44504999, 1534111666, 2018/8/12 22:7:46, 476
44506999, 1534111668, 2018/8/12 22:7:48, 478
44508999, 1534111670, 2018/8/12 22:7:50, 478
44510999, 1534111672, 2018/8/12 22:7:52, 478
44512999, 1534111674, 2018/8/12 22:7:54, 478
44514999, 1534111676, 2018/8/12 22:7:56, 479
44516999, 1534111678, 2018/8/12 22:7:58, 478
44518999, 1534111680, 2018/8/12 22:8:0, 478
44520999, 1534111682, 2018/8/12 22:8:2, 477
44522999, 1534111684, 2018/8/12 22:8:4, 478
44524999, 1534111686, 2018/8/12 22:8:6, 476
44526999, 1534111688, 2018/8/12 22:8:8, 477
44528999, 1534111690, 2018/8/12 22:8:10, 477
44530999, 1534111692, 2018/8/12 22:8:12, 477
44532999, 1534111694, 2018/8/12 22:8:14, 477
44534999, 1534111696, 2018/8/12 22:8:16, 478
44536999, 1534111698, 2018/8/12 22:8:18, 476
44538999, 1534111700, 2018/8/12 22:8:20, 479
44540999, 1534111702, 2018/8/12 22:8:22, 479
44542999, 1534111704, 2018/8/12 22:8:24, 478
44544999, 1534111706, 2018/8/12 22:8:26, 478
44546999, 1534111708, 2018/8/12 22:8:28, 477
44548999, 1534111710, 2018/8/12 22:8:30, 477
44550999, 1534111712, 2018/8/12 22:8:32, 478
44552999, 1534111714, 2018/8/12 22:8:34, 478
44554999, 1534111716, 2018/8/12 22:8:36, 478
44556999, 1534111718, 2018/8/12 22:8:38, 478
44558999, 1534111720, 2018/8/12 22:8:40, 478
44560999, 1534111722, 2018/8/12 22:8:42, 479
44562999, 1534111724, 2018/8/12 22:8:44, 479
44564999, 1534111726, 2018/8/12 22:8:46, 479
44566999, 1534111728, 2018/8/12 22:8:48, 479
44568999, 1534111730, 2018/8/12 22:8:50, 478
44570999, 1534111732, 2018/8/12 22:8:52, 479
44572999, 1534111734, 2018/8/12 22:8:54, 479
44574999, 1534111736, 2018/8/12 22:8:56, 477
44576999, 1534111738, 2018/8/12 22:8:58, 479
44578999, 1534111740, 2018/8/12 22:9:0, 478
44580999, 1534111742, 2018/8/12 22:9:2, 477
44583000, 1534111744, 2018/8/12 22:9:4, 478
44584999, 1534111746, 2018/8/12 22:9:6, 477
44586999, 1534111748, 2018/8/12 22:9:8, 477
44588999, 1534111750, 2018/8/12 22:9:10, 478
44590999, 1534111752, 2018/8/12 22:9:12, 479
44593000, 1534111754, 2018/8/12 22:9:14, 479
44594999, 1534111756, 2018/8/12 22:9:16, 479
44596999, 1534111758, 2018/8/12 22:9:18, 478
44598999, 1534111760, 2018/8/12 22:9:20, 476
44600999, 1534111762, 2018/8/12 22:9:22, 478
44602999, 1534111764, 2018/8/12 22:9:24, 478
44604999, 1534111766, 2018/8/12 22:9:26, 478
44606999, 1534111768, 2018/8/12 22:9:28, 478
44608999, 1534111770, 2018/8/12 22:9:30, 479
44610999, 1534111772, 2018/8/12 22:9:32, 478
44613000, 1534111774, 2018/8/12 22:9:34, 479
44614999, 1534111776, 2018/8/12 22:9:36, 482
44616999, 1534111778, 2018/8/12 22:9:38, 482
44618999, 1534111780, 2018/8/12 22:9:40, 483
44620999, 1534111782, 2018/8/12 22:9:42, 482
44622999, 1534111784, 2018/8/12 22:9:44, 482
44624999, 1534111786, 2018/8/12 22:9:46, 482
44626999, 1534111788, 2018/8/12 22:9:48, 482
44628999, 1534111790, 2018/8/12 22:9:50, 481
44630999, 1534111792, 2018/8/12 22:9:52, 481
44632998, 1534111794, 2018/8/12 22:9:54, 481
44634999, 1534111796, 2018/8/12 22:9:56, 482
44636999, 1534111798, 2018/8/12 22:9:58, 481
44638999, 1534111800, 2018/8/12 22:10:0, 481
44641000, 1534111802, 2018/8/12 22:10:2, 479
44642999, 1534111804, 2018/8/12 22:10:4, 482
44644999, 1534111806, 2018/8/12 22:10:6, 480
44646999, 1534111808, 2018/8/12 22:10:8, 480
44648999, 1534111810, 2018/8/12 22:10:10, 479
44650999, 1534111812, 2018/8/12 22:10:12, 480
44652999, 1534111814, 2018/8/12 22:10:14, 475
44654999, 1534111816, 2018/8/12 22:10:16, 479
44656999, 1534111818, 2018/8/12 22:10:18, 479
44659000, 1534111820, 2018/8/12 22:10:20, 481
44660999, 1534111822, 2018/8/12 22:10:22, 479
44663000, 1534111824, 2018/8/12 22:10:24, 479
44664999, 1534111826, 2018/8/12 22:10:26, 479
44666999, 1534111828, 2018/8/12 22:10:28, 480
44668999, 1534111830, 2018/8/12 22:10:30, 481
44670999, 1534111832, 2018/8/12 22:10:32, 479
44672999, 1534111834, 2018/8/12 22:10:34, 479
44674999, 1534111836, 2018/8/12 22:10:36, 477
44676999, 1534111838, 2018/8/12 22:10:38, 479
44678999, 1534111840, 2018/8/12 22:10:40, 480
44680999, 1534111842, 2018/8/12 22:10:42, 480
44682999, 1534111844, 2018/8/12 22:10:44, 477
44684999, 1534111846, 2018/8/12 22:10:46, 478
44686999, 1534111848, 2018/8/12 22:10:48, 480
44688999, 1534111850, 2018/8/12 22:10:50, 478
44690999, 1534111852, 2018/8/12 22:10:52, 480
44692999, 1534111854, 2018/8/12 22:10:54, 478
44694999, 1534111856, 2018/8/12 22:10:56, 477
44696999, 1534111858, 2018/8/12 22:10:58, 480
44698999, 1534111860, 2018/8/12 22:11:0, 479
44700999, 1534111862, 2018/8/12 22:11:2, 480
44702999, 1534111864, 2018/8/12 22:11:4, 488
44704999, 1534111866, 2018/8/12 22:11:6, 479
44706999, 1534111868, 2018/8/12 22:11:8, 478
44708999, 1534111870, 2018/8/12 22:11:10, 478
44710999, 1534111872, 2018/8/12 22:11:12, 480
44712999, 1534111874, 2018/8/12 22:11:14, 479
44714999, 1534111876, 2018/8/12 22:11:16, 480
44716999, 1534111878, 2018/8/12 22:11:18, 479
44718999, 1534111880, 2018/8/12 22:11:20, 478
44720999, 1534111882, 2018/8/12 22:11:22, 479
44722999, 1534111884, 2018/8/12 22:11:24, 480
44724999, 1534111886, 2018/8/12 22:11:26, 479
44726999, 1534111888, 2018/8/12 22:11:28, 478
44728999, 1534111890, 2018/8/12 22:11:30, 479
44730999, 1534111892, 2018/8/12 22:11:32, 479
44732999, 1534111894, 2018/8/12 22:11:34, 479
44734999, 1534111896, 2018/8/12 22:11:36, 478
44736999, 1534111898, 2018/8/12 22:11:38, 479
44738999, 1534111900, 2018/8/12 22:11:40, 480
44740999, 1534111902, 2018/8/12 22:11:42, 478
44742999, 1534111904, 2018/8/12 22:11:44, 479
44744999, 1534111906, 2018/8/12 22:11:46, 479
44746999, 1534111908, 2018/8/12 22:11:48, 479
44749000, 1534111910, 2018/8/12 22:11:50, 480
44750999, 1534111912, 2018/8/12 22:11:52, 481
44752999, 1534111914, 2018/8/12 22:11:54, 481
44754999, 1534111916, 2018/8/12 22:11:56, 479
44757000, 1534111918, 2018/8/12 22:11:58, 480
44758999, 1534111920, 2018/8/12 22:12:0, 479
44760999, 1534111923, 2018/8/12 22:12:3, 481
44762999, 1534111925, 2018/8/12 22:12:5, 481
44764999, 1534111927, 2018/8/12 22:12:7, 480
44766999, 1534111929, 2018/8/12 22:12:9, 480
44768999, 1534111931, 2018/8/12 22:12:11, 480
44770999, 1534111933, 2018/8/12 22:12:13, 480
44772999, 1534111935, 2018/8/12 22:12:15, 479
44774999, 1534111937, 2018/8/12 22:12:17, 479
44776999, 1534111939, 2018/8/12 22:12:19, 479
44778999, 1534111941, 2018/8/12 22:12:21, 480
44780999, 1534111943, 2018/8/12 22:12:23, 478
44782999, 1534111945, 2018/8/12 22:12:25, 478
44784999, 1534111947, 2018/8/12 22:12:27, 479
44786999, 1534111949, 2018/8/12 22:12:29, 479
44788999, 1534111951, 2018/8/12 22:12:31, 480
44790999, 1534111953, 2018/8/12 22:12:33, 479
44792999, 1534111955, 2018/8/12 22:12:35, 479
44794999, 1534111957, 2018/8/12 22:12:37, 479
44796999, 1534111959, 2018/8/12 22:12:39, 479
44798999, 1534111961, 2018/8/12 22:12:41, 481
44800999, 1534111963, 2018/8/12 22:12:43, 479
44802999, 1534111965, 2018/8/12 22:12:45, 479
44804999, 1534111967, 2018/8/12 22:12:47, 479
44806999, 1534111969, 2018/8/12 22:12:49, 480
44808999, 1534111971, 2018/8/12 22:12:51, 479
44810999, 1534111973, 2018/8/12 22:12:53, 479
44812999, 1534111975, 2018/8/12 22:12:55, 479
44814999, 1534111977, 2018/8/12 22:12:57, 479
44816999, 1534111979, 2018/8/12 22:12:59, 480
44818999, 1534111981, 2018/8/12 22:13:1, 479
44820999, 1534111983, 2018/8/12 22:13:3, 481
44822999, 1534111985, 2018/8/12 22:13:5, 479
44824999, 1534111987, 2018/8/12 22:13:7, 480
44826999, 1534111989, 2018/8/12 22:13:9, 478
44828999, 1534111991, 2018/8/12 22:13:11, 480
44831000, 1534111993, 2018/8/12 22:13:13, 477
44832999, 1534111995, 2018/8/12 22:13:15, 478
44834999, 1534111997, 2018/8/12 22:13:17, 479
44836999, 1534111999, 2018/8/12 22:13:19, 478
44838999, 1534112001, 2018/8/12 22:13:21, 478
44840999, 1534112003, 2018/8/12 22:13:23, 478
44842999, 1534112005, 2018/8/12 22:13:25, 478
44844999, 1534112007, 2018/8/12 22:13:27, 478
44846999, 1534112009, 2018/8/12 22:13:29, 479
44848999, 1534112011, 2018/8/12 22:13:31, 479
44850999, 1534112013, 2018/8/12 22:13:33, 478
44852999, 1534112015, 2018/8/12 22:13:35, 480
44854999, 1534112017, 2018/8/12 22:13:37, 479
44856999, 1534112019, 2018/8/12 22:13:39, 479
44858999, 1534112021, 2018/8/12 22:13:41, 480
44860999, 1534112023, 2018/8/12 22:13:43, 479
44862999, 1534112025, 2018/8/12 22:13:45, 479
44864999, 1534112027, 2018/8/12 22:13:47, 479
44866999, 1534112029, 2018/8/12 22:13:49, 479
44868999, 1534112031, 2018/8/12 22:13:51, 480
44870999, 1534112033, 2018/8/12 22:13:53, 478
44872999, 1534112035, 2018/8/12 22:13:55, 480
44874999, 1534112037, 2018/8/12 22:13:57, 479
44876999, 1534112039, 2018/8/12 22:13:59, 478
44878999, 1534112041, 2018/8/12 22:14:1, 479
44880999, 1534112043, 2018/8/12 22:14:3, 480
44883000, 1534112045, 2018/8/12 22:14:5, 477
44884999, 1534112047, 2018/8/12 22:14:7, 477
44886999, 1534112049, 2018/8/12 22:14:9, 480
44888999, 1534112051, 2018/8/12 22:14:11, 477
44890999, 1534112053, 2018/8/12 22:14:13, 478
44892999, 1534112055, 2018/8/12 22:14:15, 479
44894999, 1534112057, 2018/8/12 22:14:17, 480
44896999, 1534112059, 2018/8/12 22:14:19, 478
44898999, 1534112061, 2018/8/12 22:14:21, 479
44900999, 1534112063, 2018/8/12 22:14:23, 479
44902999, 1534112065, 2018/8/12 22:14:25, 478
44904999, 1534112067, 2018/8/12 22:14:27, 479
44906999, 1534112069, 2018/8/12 22:14:29, 479
44908999, 1534112071, 2018/8/12 22:14:31, 478
44910999, 1534112073, 2018/8/12 22:14:33, 479
44912999, 1534112075, 2018/8/12 22:14:35, 479
44914999, 1534112077, 2018/8/12 22:14:37, 477
44916999, 1534112079, 2018/8/12 22:14:39, 479
44918999, 1534112081, 2018/8/12 22:14:41, 479
44920999, 1534112083, 2018/8/12 22:14:43, 477
44922999, 1534112085, 2018/8/12 22:14:45, 480
44924999, 1534112087, 2018/8/12 22:14:47, 479
44926999, 1534112089, 2018/8/12 22:14:49, 479
44928999, 1534112091, 2018/8/12 22:14:51, 479
44930999, 1534112093, 2018/8/12 22:14:53, 480
44932999, 1534112095, 2018/8/12 22:14:55, 478
44934999, 1534112097, 2018/8/12 22:14:57, 479
44936999, 1534112099, 2018/8/12 22:14:59, 479
44939000, 1534112101, 2018/8/12 22:15:1, 479
44940999, 1534112103, 2018/8/12 22:15:3, 480
44942999, 1534112105, 2018/8/12 22:15:5, 479
44944999, 1534112107, 2018/8/12 22:15:7, 481
44946999, 1534112109, 2018/8/12 22:15:9, 478
44948999, 1534112111, 2018/8/12 22:15:11, 479
44950999, 1534112113, 2018/8/12 22:15:13, 478
44952999, 1534112115, 2018/8/12 22:15:15, 479
44954999, 1534112117, 2018/8/12 22:15:17, 479
44956999, 1534112119, 2018/8/12 22:15:19, 479
44958999, 1534112121, 2018/8/12 22:15:21, 478
44960999, 1534112123, 2018/8/12 22:15:23, 480
44962999, 1534112125, 2018/8/12 22:15:25, 479
44964999, 1534112127, 2018/8/12 22:15:27, 479
44966999, 1534112129, 2018/8/12 22:15:29, 479
44968999, 1534112131, 2018/8/12 22:15:31, 478
44970999, 1534112133, 2018/8/12 22:15:33, 478
44972999, 1534112135, 2018/8/12 22:15:35, 477
44974999, 1534112137, 2018/8/12 22:15:37, 478
44976999, 1534112139, 2018/8/12 22:15:39, 478
44979000, 1534112141, 2018/8/12 22:15:41, 479
44980999, 1534112143, 2018/8/12 22:15:43, 479
44983000, 1534112145, 2018/8/12 22:15:45, 479
44984999, 1534112147, 2018/8/12 22:15:47, 480
44986999, 1534112149, 2018/8/12 22:15:49, 479
44988999, 1534112151, 2018/8/12 22:15:51, 479
44990999, 1534112153, 2018/8/12 22:15:53, 480
44992999, 1534112155, 2018/8/12 22:15:55, 480
44994999, 1534112157, 2018/8/12 22:15:57, 480
44997000, 1534112159, 2018/8/12 22:15:59, 479
44998999, 1534112161, 2018/8/12 22:16:1, 478
45000999, 1534112163, 2018/8/12 22:16:3, 479
45002999, 1534112165, 2018/8/12 22:16:5, 479
45004999, 1534112167, 2018/8/12 22:16:7, 479
45006999, 1534112169, 2018/8/12 22:16:9, 478
45008999, 1534112171, 2018/8/12 22:16:11, 477
45010999, 1534112173, 2018/8/12 22:16:13, 477
45012999, 1534112175, 2018/8/12 22:16:15, 478
45014999, 1534112177, 2018/8/12 22:16:17, 478
45016999, 1534112179, 2018/8/12 22:16:19, 479
45018999, 1534112181, 2018/8/12 22:16:21, 479
45020999, 1534112183, 2018/8/12 22:16:23, 479
45022999, 1534112185, 2018/8/12 22:16:25, 480
45024999, 1534112187, 2018/8/12 22:16:27, 479
45026999, 1534112189, 2018/8/12 22:16:29, 479
45028999, 1534112191, 2018/8/12 22:16:31, 478
45030999, 1534112193, 2018/8/12 22:16:33, 479
45032999, 1534112195, 2018/8/12 22:16:35, 479
45034999, 1534112197, 2018/8/12 22:16:37, 479
45036999, 1534112199, 2018/8/12 22:16:39, 478
45038999, 1534112201, 2018/8/12 22:16:41, 478
45040999, 1534112203, 2018/8/12 22:16:43, 486
45042999, 1534112205, 2018/8/12 22:16:45, 478
45044999, 1534112207, 2018/8/12 22:16:47, 479
45046999, 1534112209, 2018/8/12 22:16:49, 479
45048998, 1534112211, 2018/8/12 22:16:51, 478
45050999, 1534112213, 2018/8/12 22:16:53, 476
45052999, 1534112215, 2018/8/12 22:16:55, 477
45054999, 1534112217, 2018/8/12 22:16:57, 478
45056999, 1534112219, 2018/8/12 22:16:59, 477
45058999, 1534112221, 2018/8/12 22:17:1, 478
45060999, 1534112223, 2018/8/12 22:17:3, 476
45062999, 1534112225, 2018/8/12 22:17:5, 478
45064999, 1534112227, 2018/8/12 22:17:7, 479
45066999, 1534112229, 2018/8/12 22:17:9, 478
45068999, 1534112231, 2018/8/12 22:17:11, 479
45070999, 1534112233, 2018/8/12 22:17:13, 479
45072999, 1534112235, 2018/8/12 22:17:15, 479
45074999, 1534112237, 2018/8/12 22:17:17, 478
45076999, 1534112239, 2018/8/12 22:17:19, 478
45078999, 1534112241, 2018/8/12 22:17:21, 477
45080999, 1534112243, 2018/8/12 22:17:23, 478
45082999, 1534112245, 2018/8/12 22:17:25, 478
45084999, 1534112247, 2018/8/12 22:17:27, 478
45086999, 1534112249, 2018/8/12 22:17:29, 478
45088999, 1534112251, 2018/8/12 22:17:31, 478
45090999, 1534112253, 2018/8/12 22:17:33, 478
45092999, 1534112255, 2018/8/12 22:17:35, 476
45094999, 1534112257, 2018/8/12 22:17:37, 479
45096999, 1534112259, 2018/8/12 22:17:39, 480
45098999, 1534112261, 2018/8/12 22:17:41, 481
45100999, 1534112263, 2018/8/12 22:17:43, 478
45102999, 1534112265, 2018/8/12 22:17:45, 477
45104999, 1534112267, 2018/8/12 22:17:47, 479
45106999, 1534112269, 2018/8/12 22:17:49, 478
45108999, 1534112271, 2018/8/12 22:17:51, 478
45110999, 1534112273, 2018/8/12 22:17:53, 479
45112999, 1534112275, 2018/8/12 22:17:55, 479
45114999, 1534112277, 2018/8/12 22:17:57, 478
45116999, 1534112279, 2018/8/12 22:17:59, 478
45118999, 1534112281, 2018/8/12 22:18:1, 476
45120999, 1534112283, 2018/8/12 22:18:3, 477
45122999, 1534112285, 2018/8/12 22:18:5, 478
45124999, 1534112287, 2018/8/12 22:18:7, 477
45126999, 1534112289, 2018/8/12 22:18:9, 479
45128999, 1534112291, 2018/8/12 22:18:11, 478
45130999, 1534112293, 2018/8/12 22:18:13, 479
45132999, 1534112295, 2018/8/12 22:18:15, 479
45134999, 1534112297, 2018/8/12 22:18:17, 480
45136999, 1534112299, 2018/8/12 22:18:19, 480
45138999, 1534112301, 2018/8/12 22:18:21, 479
45140999, 1534112303, 2018/8/12 22:18:23, 479
45142999, 1534112305, 2018/8/12 22:18:25, 478
45144999, 1534112307, 2018/8/12 22:18:27, 478
45146999, 1534112309, 2018/8/12 22:18:29, 478
45148999, 1534112311, 2018/8/12 22:18:31, 478
45150999, 1534112313, 2018/8/12 22:18:33, 480
45152999, 1534112315, 2018/8/12 22:18:35, 477
45154999, 1534112317, 2018/8/12 22:18:37, 477
45156999, 1534112319, 2018/8/12 22:18:39, 477
45159000, 1534112321, 2018/8/12 22:18:41, 478
45160999, 1534112323, 2018/8/12 22:18:43, 478
45162999, 1534112325, 2018/8/12 22:18:45, 478
45164999, 1534112327, 2018/8/12 22:18:47, 478
45166999, 1534112329, 2018/8/12 22:18:49, 477
45168999, 1534112331, 2018/8/12 22:18:51, 480
45170999, 1534112333, 2018/8/12 22:18:53, 478
45172999, 1534112335, 2018/8/12 22:18:55, 478
45175000, 1534112337, 2018/8/12 22:18:57, 478
45176999, 1534112339, 2018/8/12 22:18:59, 478
45179000, 1534112341, 2018/8/12 22:19:1, 478
45180999, 1534112343, 2018/8/12 22:19:3, 476
45182999, 1534112345, 2018/8/12 22:19:5, 477
45184999, 1534112347, 2018/8/12 22:19:7, 478
45186999, 1534112349, 2018/8/12 22:19:9, 479
45188999, 1534112351, 2018/8/12 22:19:11, 470
45190999, 1534112353, 2018/8/12 22:19:13, 478
45192999, 1534112355, 2018/8/12 22:19:15, 477
45194999, 1534112357, 2018/8/12 22:19:17, 478
45196999, 1534112359, 2018/8/12 22:19:19, 478
45198999, 1534112361, 2018/8/12 22:19:21, 476
45200999, 1534112363, 2018/8/12 22:19:23, 478
45203000, 1534112365, 2018/8/12 22:19:25, 478
45205000, 1534112367, 2018/8/12 22:19:27, 479
45206999, 1534112369, 2018/8/12 22:19:29, 480
45208999, 1534112371, 2018/8/12 22:19:31, 478
45210999, 1534112373, 2018/8/12 22:19:33, 479
45212999, 1534112375, 2018/8/12 22:19:35, 477
45214999, 1534112377, 2018/8/12 22:19:37, 478
45216999, 1534112379, 2018/8/12 22:19:39, 476
45218999, 1534112381, 2018/8/12 22:19:41, 478
45220999, 1534112383, 2018/8/12 22:19:43, 478
45222999, 1534112385, 2018/8/12 22:19:45, 477
45224998, 1534112387, 2018/8/12 22:19:47, 478
45226999, 1534112389, 2018/8/12 22:19:49, 479
45228999, 1534112391, 2018/8/12 22:19:51, 479
45230999, 1534112393, 2018/8/12 22:19:53, 478
45232999, 1534112395, 2018/8/12 22:19:55, 479
45234999, 1534112397, 2018/8/12 22:19:57, 480
45236999, 1534112399, 2018/8/12 22:19:59, 478
45238999, 1534112401, 2018/8/12 22:20:1, 479
45240999, 1534112403, 2018/8/12 22:20:3, 478
45242999, 1534112405, 2018/8/12 22:20:5, 479
45244999, 1534112407, 2018/8/12 22:20:7, 479
45246999, 1534112409, 2018/8/12 22:20:9, 479
45248999, 1534112411, 2018/8/12 22:20:11, 480
45250999, 1534112413, 2018/8/12 22:20:13, 478
45252999, 1534112415, 2018/8/12 22:20:15, 478
45254999, 1534112417, 2018/8/12 22:20:17, 479
45256999, 1534112419, 2018/8/12 22:20:19, 481
45258999, 1534112421, 2018/8/12 22:20:21, 479
45260999, 1534112423, 2018/8/12 22:20:23, 477
45262999, 1534112425, 2018/8/12 22:20:25, 478
45264999, 1534112427, 2018/8/12 22:20:27, 478
45266999, 1534112429, 2018/8/12 22:20:29, 479
45268999, 1534112431, 2018/8/12 22:20:31, 480
45270999, 1534112433, 2018/8/12 22:20:33, 477
45272999, 1534112435, 2018/8/12 22:20:35, 479
45274999, 1534112437, 2018/8/12 22:20:37, 479
45276999, 1534112439, 2018/8/12 22:20:39, 479
45278999, 1534112441, 2018/8/12 22:20:41, 477
45280999, 1534112443, 2018/8/12 22:20:43, 478
45282999, 1534112445, 2018/8/12 22:20:45, 479
45284999, 1534112447, 2018/8/12 22:20:47, 480
45286999, 1534112449, 2018/8/12 22:20:49, 479
45288999, 1534112451, 2018/8/12 22:20:51, 479
45290999, 1534112453, 2018/8/12 22:20:53, 479
45292999, 1534112455, 2018/8/12 22:20:55, 479
45294999, 1534112457, 2018/8/12 22:20:57, 477
45296999, 1534112459, 2018/8/12 22:20:59, 479
45298999, 1534112461, 2018/8/12 22:21:1, 478
45300999, 1534112463, 2018/8/12 22:21:3, 479
45302999, 1534112465, 2018/8/12 22:21:5, 479
45304999, 1534112467, 2018/8/12 22:21:7, 478
45306999, 1534112469, 2018/8/12 22:21:9, 478
45308999, 1534112471, 2018/8/12 22:21:11, 477
45310999, 1534112473, 2018/8/12 22:21:13, 476
45312999, 1534112475, 2018/8/12 22:21:15, 478
45314999, 1534112477, 2018/8/12 22:21:17, 477
45316999, 1534112479, 2018/8/12 22:21:19, 478
45318999, 1534112481, 2018/8/12 22:21:21, 477
45320999, 1534112483, 2018/8/12 22:21:23, 478
45322999, 1534112485, 2018/8/12 22:21:25, 477
45324999, 1534112487, 2018/8/12 22:21:27, 479
45326999, 1534112489, 2018/8/12 22:21:29, 477
45328999, 1534112491, 2018/8/12 22:21:31, 479
45330999, 1534112493, 2018/8/12 22:21:33, 479
45332999, 1534112495, 2018/8/12 22:21:35, 478
45334999, 1534112497, 2018/8/12 22:21:37, 477
45336999, 1534112499, 2018/8/12 22:21:39, 475
45338999, 1534112501, 2018/8/12 22:21:41, 478
45340999, 1534112503, 2018/8/12 22:21:43, 476
45342999, 1534112505, 2018/8/12 22:21:45, 478
45344999, 1534112507, 2018/8/12 22:21:47, 479
45346999, 1534112509, 2018/8/12 22:21:49, 478
45348999, 1534112511, 2018/8/12 22:21:51, 478
